company_id,company_name,broad_sector,composite_quality_score,return_on_equity_pct,return_on_capital_employed_pct,net_profit_margin_pct,free_cash_flow_cr,cash_from_operations_cr,cfo_to_pat,revenue_cagr_5y_pct,pat_cagr_5y_pct,eps_cagr_5y_pct,debt_to_equity,interest_coverage,pe_ratio,pb_ratio,dividend_yield_pct,dividend_payout_ratio_pct,market_cap_crore,revenue
SBILIFE,SBI Life Insurance Company Ltd,Financials,15.37592397043295,0.0,,1.434978937479165,0,0,,-100.0,-100.0,7.885244396237145,0.0,27.33333333333333,,,,14,,
BHARTIARTL,Bharti Airtel Ltd,Communication Services,9.219210095816779,0.0,,5.706018055499992,0,0,,-100.0,38.35662769365473,67.02776523348103,2.589508369882202,3.456905687036383,,,,62,,
HDFCLIFE,HDFC Life Insurance Company Ltd,Financials,6.81130876747141,0.0,,1.551013972921306,0,0,,-100.0,-100.0,3.131030647754507,0.06088182517303256,192.287619047619,,,,27,,
ADANIGREEN,Adani Green Energy Ltd,Energy,6.121428571428571,0.0,,13.66594360086768,0,0,,-100.0,,,6.375756429652043,1.461845785057931,,,,0,,
ADANIENSOL,Adani Energy Solutions Ltd,Energy,5.048494983277592,0.0,,7.201782380923707,0,0,,-100.0,-100.0,14.86983549970351,1.858899213724089,2.063968196602819,,,,0,,
ABB,Abbott India Ltd,Industrials,5.027477102414655,0.0,,20.53342451701145,0,0,,-100.0,-100.0,8.485606320461002,0.01704061346208463,121.0833333333333,,,,73,,
JSWENERGY,JSW Energy Ltd,Energy,3.613913043478261,0.0,,15.01828312728539,0,0,,-100.0,-100.0,20.11244339814313,1.10303528654678,2.621529469069654,,,,19,,
ICICIBANK,ICICI Bank Ltd,Financials,3.413207178663657,17.99027109750765,,28.8880112339828,12547,157284,,17.25086850260209,51.94877118224903,55.18455739153598,6.445624336310825,1.301063746373592,,,,16,,
ADANIENT,Adani Enterprises Ltd,Industrials,3.092053973013493,0.0,,3.458790097592848,0,0,,-100.0,-100.0,31.95079107728942,1.91968206988734,2.497694840834248,,,,5,,
TATAPOWER,"Tata Power Company Ltd
",Energy,2.942990654205607,0.0,,6.96512555127016,0,0,,-100.0,-100.0,5.922384104881218,1.731413301662708,2.317073170731707,,,,17,,
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2.593730868127832,0.0,,11.8527226285847,0,0,,-100.0,120.6925086746793,121.2356822276117,0.02098635886673662,22.60232158211522,,,,0,,
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2.506291390728477,0.0,,3.060025128683176,0,0,,-100.0,-100.0,5.922384104881218,0.7788502788502788,5.147432357813363,,,,20,,
POWERGRID,Power Grid Corporation of India Ltd,Energy,2.394528992486997,0.0,,33.97028990249329,0,0,,-100.0,-100.0,-1.136658936104351,1.331378107993613,4.539610167559559,,,,67,,
HINDALCO,Hindalco Industries Ltd,Materials,2.368882323978336,0.0,,4.702216130615571,0,0,,-100.0,-100.0,13.39665776330272,0.5292682503299299,126.4581961816985,,,,8,,
TATAMOTORS,Tata Motors Ltd,Consumer Discretionary,2.135221806520577,0.0,,7.263066074788552,0,0,,-100.0,-21.61587323833696,-25.74131244826602,1.054293404049,5.962147005808133,,,,7,,
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,2.053475935828877,0.0,,4.905818773282963,0,0,,-100.0,-100.0,29.95061094416296,0.9826689774696707,5.33184855233853,,,,26,,
RELIANCE,"Reliance Industries Ltd
",Energy,2.00946595798532,0.0,,8.789365557299389,0,0,,-100.0,-100.0,11.95266483252204,0.4362971396773213,7.02906825849987,,,,10,,
TORNTPHARM,Torrent Pharmaceuticals Ltd,Healthcare,1.972222222222222,0.0,,15.43624161073826,0,0,,-100.0,-100.0,30.39187954400137,0.4168443496801706,9.514124293785311,,,,57,,
SHREECEM,Shree Cement Ltd,Materials,1.93133294864397,0.0,,8.445007553238145,0,0,,-100.0,-100.0,10.67987982673917,0.08055941376502708,17.51162790697675,,,,16,,
NTPC,NTPC Ltd,Energy,1.911916369773111,0.0,,11.95063332978527,0,0,,-100.0,-100.0,8.447177119769853,1.438201245602358,4.183074546784814,,,,36,,
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,1.853158933859822,0.0,,30.33956048070084,0,0,,-100.0,-100.0,10.56334059081472,0.8829753742829158,5.703988291255032,,,,16,,
ZOMATO,,,1.84045584045584,1.646495918941739,,2.897473997028232,298,646,,35.98655392622882,,,0.05436720142602496,0.5972222222222222,,,,0,,
ONGC,Oil & Natural Gas Corpn Ltd,Energy,1.738375860317683,0.0,,9.6552901947257,0,0,,-100.0,-100.0,10.19722877214802,0.5435766274171389,10.08779674318226,,,,31,,
NHPC,"NHPC Ltd
",Energy,1.722442899702085,0.0,,41.8189368770764,0,0,,-100.0,-100.0,5.922384104881218,0.8520760168372812,7.90625,,,,53,,
IOC,"Indian Oil Corporation
",Energy,1.647297328606844,0.0,,5.559462717942377,0,0,,-100.0,20.09908996673164,20.11244339814313,0.9009461530827167,9.59852810557036,,,,40,,
LODHA,Macrotech Developers Ltd,Real Estate,1.616473616473616,0.0,,15.06397828615743,0,0,,-100.0,-100.0,-5.293423548032762,0.4393972723273207,5.529045643153527,,,,14,,
TATACONSUM,Tata Consumer Products Ltd,Consumer Staples,1.594238683127572,0.0,,7.990266999868472,0,0,,-100.0,-100.0,14.86983549970351,0.1544532720050177,26.25287356321839,,,,64,,
WIPRO,,,1.58585313174946,13.65513173417224,,12.37967914438503,18766,17622,,7.982735030804554,2.603400596150096,4.095039696925683,0.2369494691309477,13.34820717131474,,,,5,,
PIDILITIND,Pidilite Industries Ltd,Materials,1.559244419004007,0.0,,14.10805136073649,0,0,,-100.0,-100.0,13.56415724960776,0.04348823866896157,53.09803921568628,,,,47,,
ULTRACEMCO,,,1.555968018275271,0.0,,9.877587860326056,0,0,,-100.0,-100.0,22.52500256873036,0.2764442271653222,13.39772727272727,,,,29,,
HAVELLS,Havells India Ltd,Industrials,1.536585365853659,0.0,,6.837009144701452,0,0,,-100.0,-100.0,8.997698704834534,0.04259686938670772,22.39285714285715,,,,44,,
UNIONBANK,,,1.444516923968979,14.13656017541343,,13.74531760580219,18536,19930,,23.94576936693831,55.82916757413889,0.0,12.82370540379926,0.07243860867369484,,,,20,,
JSWSTEEL,JSW Steel Ltd,Materials,1.346038114343029,0.0,,5.127252779904689,0,0,,-100.0,-100.0,2.383625553960966,1.195717118971707,3.474028377544725,,,,25,,
BPCL,Bharat Petroleum Corporation Ltd,Energy,1.337950035369894,0.0,,5.994201967046282,0,0,,-100.0,-100.0,28.06304880261565,0.763604295274161,10.62472885032538,,,,33,,
HEROMOTOCO,"Hero MotoCorp Ltd
",Consumer Discretionary,1.31560662747194,0.0,,9.902352536452408,0,0,,-100.0,-100.0,1.686343719746475,0.03092946189048445,47.24818577648767,,,,75,,
GAIL,GAIL (India) Ltd,Energy,1.270928001615672,0.0,,7.433122166511544,0,0,,-100.0,-100.0,8.447177119769853,0.2342469185886957,19.90820584144645,,,,37,,
SUNPHARMA,Sun Pharmaceuticals Industries Ltd,Healthcare,1.262747138397503,0.0,,19.81565870053818,0,0,,-100.0,-100.0,29.45936165164078,0.03721334008536497,54.69747899159664,,,,34,,
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,1.254299114121939,0.0,,9.366915605017816,0,0,,-100.0,-100.0,11.1392224868865,0.0,159.9107142857143,,,,28,,
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,1.245625741399763,0.0,,9.508099648944722,0,0,,-100.0,-100.0,11.1392224868865,0.001772771133002715,96.01030927835052,,,,29,,
LTIM,LTIMindtree Ltd,Information Technology,1.236641221374046,0.0,,12.90931103415266,0,0,,-100.0,-100.0,12.24383304425547,0.110367734282325,28.77027027027027,,,,42,,
IRFC,Indian Railway Finance Corporation Ltd,Financials,1.234248284466625,0.0,,24.0645524488647,0,0,,-100.0,-100.0,20.11244339814313,7.832721266880403,1.318989105019651,,,,31,,
AMBUJACEM,Ambuja Cements Ltd,Materials,1.191642043056142,0.0,,14.28829915560917,0,0,,-100.0,-100.0,7.78180677127258,0.0154637128791488,23.18840579710145,,,,12,,
NAUKRI,Info Edge (India) Ltd,Communication Services,1.179831932773109,0.0,,23.46214511041009,0,0,,-100.0,0.1011465318701221,-2.129609917599939,0.006126160620273763,20.31428571428571,,,,49,,
LT,Larsen & Toubro Ltd,Industrials,1.174889046118222,0.0,,7.031246466738727,0,0,,-100.0,-100.0,8.56169392953159,0.110367734282325,3.139718250630782,,,,36,,
BEL,Bharat Electronics Ltd,Industrials,1.169134253450439,0.0,,19.66153542530096,0,0,,-100.0,-100.0,10.75663432482901,0.8571428571428571,420.9166666666667,,,,40,,
DABUR,Dabur India Ltd,Consumer Staples,1.111540585311982,0.0,,14.60012899064818,0,0,,-100.0,-100.0,4.563955259127316,0.1690793283149971,19.35483870967742,,,,53,,
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,1.09823677581864,0.0,,15.6585434568249,0,0,,-100.0,-100.0,12.23930671820461,0.1395916555703506,37.0,,,,58,,
HAL,Hindustan Aeronautics Ltd,Industrials,1.083080974325214,0.0,,24.99917711727725,0,0,,-100.0,-100.0,26.63896760913802,0.5990338164251208,226.7209302325581,,,,31,,
DMART,Avenue Supermarts Ltd,Consumer Discretionary,1.082807570977918,0.0,,4.993207190533383,0,0,,-100.0,-100.0,22.74033782145131,0.03540570066540868,70.79310344827586,,,,0,,
NESTLEIND,Nestle India Ltd,Consumer Staples,1.061530638189677,0.0,,16.12281708616873,0,0,,-100.0,-100.0,15.43852585822143,0.09273182957393483,40.08965517241379,,,,79,,
